Flight Information:
Launch Date:            	                       	Wednesday, 10 June 2020	   	                   	Launch Time: 	           	17:05:54    	     	End of Ascent:	     	           	01:25:06
Station name:           	                       	                       	   	                   	Serialnumber:	           	17045707
Ground values:
Pressure:               	                       	1025.5 hPa             	   	                   	Temperature: 	           	13.9 °C     	     	Humidity:     	     	           	77 %
Wind Direction:         	                       	315 °                  	   	                   	Wind Speed:  	           	0 m/s       	     	Cloud group:  	     	           	9////
Position:
Longitude:              	                       	-113.985 °             	   	                   	Latitude:    	           	46.860 °    	     	Altitude:     	     	           	978 m
Staff:
Company:                	                       	
Operator:               	                       	                       	   	                   	
Events:
Highest Point:          	                       	16.3 hPa               	   	                   	28998 m
Tropopauses:            	                       	1.: 225.0 hPa          	   	                   	             	           	
Max Winds:              	                       	                       	   	                   	             	           	
Remarks:

Profile Data:
Time                    	P                      	T                      	Hu 	Ws                 	Wd           	Long.      	Lat.        	Alt  	Geopot        	Dewp.	Virt. Temp 	Rs      	D
[sec]                   	[hPa]                  	[°C]                   	[%]	[m/s]              	[°]          	[°]        	[°]         	[m]  	[m]           	[°C] 	[°C]       	[m/s]   	[kg/m3]
713                     	603.6                  	-12.9                  	51 	13.4               	296          	-113.901437	46.847777   	5218 	5214          	-20.2	-12.8      	6.2     	0.808177
714                     	603.1                  	-13.0                  	51 	13.4               	296          	-113.901275	46.847728   	5224 	5220          	-20.2	-12.8      	6.2     	0.807656
715                     	602.6                  	-13.0                  	51 	13.4               	296          	-113.901114	46.847679   	5230 	5227          	-20.2	-12.9      	6.2     	0.807134
716                     	602.1                  	-13.1                  	52 	13.4               	295          	-113.900952	46.847630   	5236 	5233          	-20.1	-12.9      	6.2     	0.806614
717                     	601.6                  	-13.1                  	52 	13.4               	295          	-113.900791	46.847581   	5243 	5239          	-20.1	-12.9      	6.2     	0.806093
718                     	601.1                  	-13.2                  	52 	13.4               	295          	-113.900629	46.847532   	5249 	5245          	-20.1	-13.0      	6.2     	0.805592
719                     	600.6                  	-13.2                  	52 	13.4               	295          	-113.900468	46.847484   	5255 	5251          	-20.2	-13.0      	6.2     	0.805100
720                     	600.2                  	-13.3                  	52 	13.4               	295          	-113.900306	46.847435   	5261 	5257          	-20.2	-13.1      	6.2     	0.804608
721                     	599.7                  	-13.3                  	52 	13.4               	295          	-113.900145	46.847386   	5267 	5264          	-20.2	-13.1      	6.2     	0.804116
722                     	599.2                  	-13.4                  	52 	13.4               	295          	-113.899983	46.847337   	5273 	5270          	-20.3	-13.2      	6.2     	0.803625
723                     	598.7                  	-13.4                  	53 	13.4               	295          	-113.899822	46.847288   	5280 	5276          	-20.3	-13.2      	6.2     	0.803133
724                     	598.2                  	-13.5                  	53 	13.5               	295          	-113.899660	46.847239   	5286 	5282          	-20.3	-13.3      	6.2     	0.802642
725                     	597.7                  	-13.5                  	53 	13.5               	295          	-113.899498	46.847190   	5292 	5288          	-20.3	-13.4      	6.2     	0.802152
726                     	597.2                  	-13.6                  	53 	13.5               	294          	-113.899337	46.847141   	5298 	5294          	-20.4	-13.4      	6.2     	0.801661
727                     	596.8                  	-13.6                  	53 	13.5               	294          	-113.899175	46.847092   	5304 	5301          	-20.4	-13.5      	6.2     	0.801170
728                     	596.3                  	-13.7                  	53 	13.5               	294          	-113.899014	46.847044   	5310 	5307          	-20.4	-13.5      	6.2     	0.800680
729                     	595.8                  	-13.7                  	53 	13.5               	294          	-113.898852	46.846995   	5317 	5313          	-20.5	-13.6      	6.2     	0.800190
730                     	595.3                  	-13.8                  	53 	13.5               	294          	-113.898691	46.846946   	5323 	5319          	-20.5	-13.6      	6.2     	0.799700
731                     	594.8                  	-13.8                  	53 	13.5               	294          	-113.898529	46.846897   	5329 	5325          	-20.5	-13.7      	6.2     	0.799208
732                     	594.3                  	-13.9                  	53 	13.5               	294          	-113.898368	46.846848   	5335 	5331          	-20.6	-13.7      	6.2     	0.798711
733                     	593.9                  	-13.9                  	53 	13.5               	294          	-113.898206	46.846799   	5341 	5338          	-20.6	-13.8      	6.2     	0.798212
734                     	593.4                  	-14.0                  	54 	13.5               	294          	-113.898045	46.846750   	5348 	5344          	-20.6	-13.8      	6.2     	0.797715
735                     	592.9                  	-14.0                  	54 	13.5               	294          	-113.897883	46.846701   	5354 	5350          	-20.7	-13.9      	6.2     	0.797217
736                     	592.4                  	-14.1                  	54 	13.5               	294          	-113.897722	46.846652   	5360 	5356          	-20.7	-13.9      	6.2     	0.796720
737                     	591.9                  	-14.1                  	54 	13.5               	294          	-113.897560	46.846604   	5366 	5362          	-20.7	-14.0      	6.2     	0.796223
738                     	591.5                  	-14.2                  	54 	13.5               	293          	-113.897399	46.846555   	5372 	5368          	-20.7	-14.0      	6.2     	0.795727
739                     	591.0                  	-14.2                  	54 	13.5               	293          	-113.897237	46.846506   	5378 	5375          	-20.8	-14.1      	6.2     	0.795233
740                     	590.5                  	-14.3                  	54 	13.5               	293          	-113.897076	46.846457   	5385 	5381          	-20.8	-14.1      	6.2     	0.794740
741                     	590.0                  	-14.3                  	54 	13.5               	293          	-113.896914	46.846408   	5391 	5387          	-20.8	-14.2      	6.2     	0.794248
742                     	589.5                  	-14.4                  	54 	13.5               	293          	-113.896750	46.846360   	5397 	5393          	-20.9	-14.2      	6.2     	0.793755
743                     	589.1                  	-14.4                  	54 	13.5               	293          	-113.896575	46.846316   	5403 	5399          	-20.9	-14.3      	6.1     	0.793263
744                     	588.6                  	-14.5                  	54 	13.5               	293          	-113.896400	46.846272   	5409 	5405          	-20.9	-14.3      	6.1     	0.792772
745                     	588.1                  	-14.5                  	55 	13.5               	293          	-113.896225	46.846228   	5415 	5411          	-20.9	-14.3      	6.1     	0.792249
746                     	587.6                  	-14.5                  	55 	13.5               	293          	-113.896049	46.846184   	5421 	5417          	-20.8	-14.4      	6.1     	0.791717
747                     	587.2                  	-14.6                  	56 	13.5               	293          	-113.895874	46.846140   	5427 	5423          	-20.8	-14.4      	6.1     	0.791186
748                     	586.7                  	-14.6                  	56 	13.5               	293          	-113.895699	46.846096   	5433 	5429          	-20.8	-14.4      	6.1     	0.790655
749                     	586.2                  	-14.6                  	56 	13.5               	293          	-113.895524	46.846052   	5439 	5435          	-20.7	-14.5      	6.1     	0.790125
750                     	585.8                  	-14.7                  	57 	13.5               	293          	-113.895348	46.846008   	5446 	5442          	-20.7	-14.5      	6.1     	0.789595
751                     	585.3                  	-14.7                  	57 	13.6               	292          	-113.895173	46.845964   	5452 	5448          	-20.7	-14.5      	6.1     	0.789064
752                     	584.8                  	-14.7                  	57 	13.6               	292          	-113.894998	46.845920   	5458 	5454          	-20.6	-14.6      	6.1     	0.788535
